iter	Passed	Remaining
1664	46108	9277
1665	46134	9249
1666	46162	9221
1667	46191	9193
1668	46216	9165
1669	46245	9138
1670	46272	9110
1671	46299	9082
1672	46324	9054
1673	46351	9026
1674	46378	8998
1675	46403	8970
1676	46429	8942
1677	46456	8914
1678	46481	8886
1679	46507	8858
1680	46531	8830
1681	46560	8802
1682	46586	8774
1683	46612	8746
1684	46638	8718
1685	46664	8690
1686	46692	8663
1687	46718	8635
1688	46746	8607
1689	46775	8580
1690	46802	8552
1691	46829	8524
1692	46857	8496
1693	46886	8469
1694	46913	8441
1695	46939	8413
1696	46963	8385
1697	46990	8357
1698	47018	8329
1699	47045	8302
1700	47070	8274
1701	47096	8245
1702	47124	8218
1703	47150	8190
1704	47179	8162
1705	47206	8135
1706	47234	8107
1707	47262	8080
1708	47292	8052
1709	47317	8024
1710	47345	7996
1711	47373	7969
1712	47399	7941
1713	47425	7913
1714	47451	7885
1715	47479	7857
1716	47506	7830
1717	47534	7802
1718	47559	7774
1719	47589	7747
1720	47614	7719
1721	47638	7690
1722	47665	7662
1723	47692	7635
1724	47718	7607
1725	47743	7579
1726	47773	7551
1727	47799	7523
1728	47827	7496
1729	47854	7468
1730	47881	7440
1731	47907	7412
1732	47933	7384
1733	47961	7357
1734	47988	7329
1735	48015	7301
1736	48042	7274
1737	48068	7246
1738	48094	7218
1739	48122	7190
1740	48149	7162
1741	48173	7134
1742	48200	7107
1743	48227	7079
1744	48256	7051
1745	48283	7024
1746	48309	6996
1747	48338	6968
1748	48366	6941
1749	48393	6913
1750	48421	6885
1751	48448	6857
1752	48474	6830
1753	48500	6802
1754	48523	6774
1755	48551	6746
1756	48578	6718
1757	48606	6691
1758	48633	6663
1759	48659	6635
1760	48686	6607
1761	48715	6580
1762	48739	6552
1763	48768	6524
1764	48795	6496
1765	48821	6469
1766	48847	6441
1767	48874	6413
1768	48902	6385
1769	48929	6358
1770	48955	6330
1771	48981	6302
1772	49005	6274
1773	49031	6246
1774	49057	6218
1775	49083	6190
1776	49109	6162
1777	49136	6135
1778	49163	6107
1779	49190	6079
1780	49219	6052
1781	49246	6024
1782	49273	5996
1783	49300	5969
1784	49323	5940
1785	49350	5913
1786	49375	5885
1787	49403	5857
1788	49430	5830
1789	49455	5801
1790	49482	5774
1791	49509	5746
1792	49537	5719
1793	49563	5691
1794	49589	5663
1795	49617	5635
1796	49644	5608
1797	49672	5580
1798	49700	5552
1799	49729	5525
1800	49758	5498
1801	49786	5470
1802	49814	5442
1803	49842	5415
1804	49871	5387
1805	49899	5360
1806	49928	5332
1807	49956	5305
1808	49983	5277
1809	50010	5249
1810	50037	5222
1811	50067	5194
1812	50092	5166
1813	50120	5139
1814	50147	5111
1815	50174	5083
1816	50203	5056
1817	50232	5028
1818	50259	5001
1819	50286	4973
1820	50314	4945
1821	50339	4917
1822	50364	4890
1823	50391	4862
1824	50419	4834
1825	50446	4807
1826	50471	4779
1827	50498	4751
1828	50525	4723
1829	50553	4696
1830	50578	4668
1831	50604	4640
1832	50630	4612
1833	50657	4585
1834	50684	4557
1835	50711	4529
1836	50737	4502
1837	50766	4474
1838	50792	4446
1839	50819	4419
1840	50846	4391
1841	50872	4363
1842	50900	4336
1843	50926	4308
1844	50954	4280
1845	50980	4252
1846	51006	4225
1847	51032	4197
1848	51058	4169
1849	51084	4141
1850	51112	4114
1851	51142	4086
1852	51169	4059
1853	51196	4031
1854	51225	4004
1855	51256	3976
1856	51289	3949
1857	51316	3921
1858	51346	3894
1859	51373	3866
1860	51401	3839
1861	51427	3811
1862	51454	3783
1863	51481	3756
1864	51507	3728
1865	51533	3700
1866	51560	3673
1867	51587	3645
1868	51614	3617
1869	51643	3590
1870	51669	3562
1871	51698	3534
1872	51725	3507
1873	51752	3479
1874	51781	3452
1875	51810	3424
1876	51836	3396
1877	51867	3369
1878	51897	3342
1879	51925	3314
1880	51954	3286
1881	51983	3259
1882	52011	3231
1883	52039	3204
1884	52066	3176
1885	52094	3148
1886	52119	3121
1887	52148	3093
1888	52175	3065
1889	52201	3038
1890	52228	3010
1891	52254	2982
1892	52283	2955
1893	52309	2927
1894	52335	2899
1895	52362	2872
1896	52390	2844
1897	52420	2817
1898	52448	2789
1899	52476	2761
1900	52501	2734
1901	52530	2706
1902	52558	2679
1903	52588	2651
1904	52618	2624
1905	52647	2596
1906	52676	2568
1907	52702	2541
1908	52731	2513
1909	52759	2486
1910	52784	2458
1911	52813	2430
1912	52840	2403
1913	52867	2375
1914	52895	2347
1915	52923	2320
1916	52951	2292
1917	52979	2265
1918	53006	2237
1919	53031	2209
1920	53057	2181
1921	53086	2154
1922	53116	2126
1923	53146	2099
1924	53174	2071
1925	53202	2044
1926	53230	2016
1927	53260	1988
1928	53287	1961
1929	53314	1933
1930	53347	1906
1931	53374	1878
1932	53402	1851
1933	53430	1823
1934	53455	1795
1935	53477	1767
1936	53501	1740
1937	53532	1712
1938	53559	1684
1939	53585	1657
1940	53614	1629
1941	53653	1602
1942	53684	1574
1943	53713	1547
1944	53748	1519
1945	53777	1492
1946	53803	1464
1947	53831	1436
1948	53859	1409
1949	53886	1381
1950	53914	1354
1951	53941	1326
1952	53968	1298
1953	53993	1271
1954	54018	1243
1955	54044	1215
1956	54070	1188
1957	54096	1160
1958	54123	1132
1959	54149	1105
1960	54174	1077
1961	54203	1049
1962	54228	1022
1963	54255	994
1964	54284	966
1965	54310	939
1966	54340	911
1967	54368	884
1968	54396	856
1969	54425	828
1970	54454	801
1971	54482	773
1972	54512	745
1973	54545	718
1974	54576	690
1975	54605	663
1976	54633	635
1977	54664	607
1978	54694	580
1979	54723	552
1980	54751	525
1981	54779	497
1982	54807	469
1983	54835	442
1984	54865	414
1985	54893	386
1986	54921	359
1987	54950	331
1988	54979	304
1989	55010	276
1990	55039	248
1991	55067	221
1992	55095	193
1993	55124	165
1994	55151	138
1995	55179	110
1996	55209	82
1997	55239	55
1998	55271	27
1999	55304	0
