iter	RMSE
0	0.4292992919
1	0.4241895916
2	0.4189702838
3	0.4130550707
4	0.4076269116
5	0.4030971816
6	0.397440691
7	0.3922600396
8	0.38724275
9	0.3827169758
10	0.3770800227
11	0.3727936184
12	0.3679316987
13	0.3635217761
14	0.358908176
15	0.3553761143
16	0.3510762029
17	0.3468244112
18	0.3428966962
19	0.3381806586
20	0.3342571566
21	0.3299765984
22	0.3256031929
23	0.3217116307
24	0.3181391249
25	0.3133980565
26	0.3097899236
27	0.3066931301
28	0.3029348159
29	0.3001712243
30	0.2971542255
31	0.2931859002
32	0.2896508395
33	0.286070609
34	0.2826380853
35	0.2786361305
36	0.2752416631
37	0.2714093571
38	0.2679628655
39	0.2643365848
40	0.2609042698
41	0.258043165
42	0.2546519665
43	0.2517009023
44	0.2487763032
45	0.2460842668
46	0.2437248676
47	0.2407809753
48	0.2380143269
49	0.2351834077
50	0.2324141201
51	0.2296101747
52	0.2271331362
53	0.2244314995
54	0.2216951197
55	0.2191831142
56	0.2167655576
57	0.2143322187
58	0.2118222996
59	0.2092348098
60	0.2065552263
61	0.204225267
62	0.2016041766
63	0.199096452
64	0.196929377
65	0.1948748482
66	0.1925857856
67	0.1902751054
68	0.1881958232
69	0.1862719471
70	0.1838244251
71	0.1819206735
72	0.1797620673
73	0.1776672805
74	0.1756031934
75	0.1733289606
76	0.1716980556
77	0.1698715282
78	0.1680565597
79	0.1661245781
80	0.1644798289
81	0.1624505181
82	0.1605862811
83	0.1588410594
84	0.1570573703
85	0.1556170213
86	0.1540412303
87	0.1525939661
88	0.1511063718
89	0.1492136715
90	0.1474395054
91	0.1456687488
92	0.1441753932
93	0.1423686917
94	0.1411354501
95	0.1394978395
96	0.1380365444
97	0.1364627669
98	0.1349249822
99	0.1335286828
100	0.13195913
101	0.1302193107
102	0.1287777776
103	0.1271212359
104	0.1255431907
105	0.1244397564
106	0.1234070607
107	0.1221837882
108	0.1206134317
109	0.1192701138
110	0.1179025047
111	0.116567196
112	0.115281185
113	0.1144516687
114	0.1134161012
115	0.1120937093
116	0.1107785624
117	0.1094847316
118	0.1083203478
119	0.1070906857
120	0.1057869368
121	0.104640406
122	0.1036323508
123	0.1026994236
124	0.1016389721
125	0.1006658481
126	0.09952205439
127	0.09849445586
128	0.09752741527
129	0.09662100205
130	0.09556139374
131	0.09468233453
132	0.09395739552
133	0.0930463077
134	0.09214042669
135	0.09124975798
136	0.09021689654
137	0.0891601679
138	0.08826082241
139	0.08727403537
140	0.0863359152
141	0.08572594687
142	0.08477203774
143	0.084147159
144	0.08338014335
145	0.08275025105
146	0.08207843121
147	0.0812945968
148	0.0805154031
149	0.07972702516
150	0.07899788245
151	0.07814762974
152	0.07746948224
153	0.07669015376
154	0.07599163151
155	0.07545951144
156	0.07462822419
157	0.07409972661
158	0.07332859919
159	0.07264048833
160	0.07210642507
161	0.07155452569
162	0.07095900358
163	0.07037394248
164	0.06983022488
165	0.06918079851
166	0.06852253924
167	0.06792616171
168	0.067332426
169	0.06670979549
170	0.06613734275
171	0.06555001577
172	0.06489798662
173	0.0643449579
174	0.06374313147
175	0.06327822687
176	0.06263307707
177	0.06222813539
178	0.06173593941
179	0.06115859544
180	0.06067765261
181	0.06016089547
182	0.05965454928
183	0.05927458885
184	0.05891308174
185	0.05850193454
186	0.05815251716
187	0.05773642879
188	0.05729150239
189	0.0568791197
190	0.0565301714
191	0.05599079211
192	0.05560794781
193	0.05529459381
194	0.05491181767
195	0.05453736967
196	0.05406564823
197	0.05361573884
198	0.05321990843
199	0.05277351509
200	0.05245037068
201	0.05213798632
202	0.05177045749
203	0.05144425543
204	0.05109926908
205	0.05079416582
206	0.05046050428
207	0.05009358076
208	0.04979581961
209	0.04953118262
210	0.04912731947
211	0.04883073524
212	0.04849102112
213	0.0481267684
214	0.04784319308
215	0.04744852666
216	0.04718252796
217	0.04694320963
218	0.04655529872
219	0.0463117259
220	0.04595900127
221	0.04559205682
222	0.04523879245
223	0.04503246873
224	0.04475031272
225	0.04442963089
226	0.04422850468
227	0.04393069969
228	0.04366738627
229	0.043411351
230	0.04325091691
231	0.04305601945
232	0.04285205971
233	0.04256140233
234	0.04230966327
235	0.04203576013
236	0.04180063729
237	0.04156065035
238	0.04136438818
239	0.04109724217
240	0.04087848329
241	0.04064437815
242	0.04045755324
243	0.04025772319
244	0.0400774589
245	0.03981562592
246	0.03958747812
247	0.03930856974
248	0.03906429982
249	0.03893581637
250	0.03870523761
251	0.03851163771
252	0.03826217151
253	0.03813289461
254	0.03798501324
255	0.03779579014
256	0.03765780251
257	0.03739921669
258	0.03725843948
259	0.03708551799
260	0.03694127079
261	0.03682821648
262	0.03669357172
263	0.03653558674
264	0.03632865495
265	0.03617465974
266	0.0360585596
267	0.03593838375
268	0.03580672808
269	0.03566587767
270	0.03551835759
271	0.03536397712
272	0.03525116093
273	0.03515895795
274	0.03501954416
275	0.03486435464
276	0.03473160457
277	0.03458791956
278	0.03439996046
279	0.03426232128
280	0.03414494335
281	0.03398861133
282	0.03390076185
283	0.03384134932
284	0.03373954883
285	0.03362704703
286	0.03349449661
287	0.0334123738
288	0.03329998648
289	0.03311489874
290	0.03296941628
291	0.03284599224
292	0.0327276801
293	0.0325923231
294	0.03245432758
295	0.03230760083
296	0.03221812058
297	0.03208858365
298	0.03201348175
299	0.03191181028
300	0.03183297292
301	0.03173375344
302	0.03160759299
303	0.03149170331
304	0.03140921494
305	0.03130267733
306	0.03123109113
307	0.03112379105
308	0.03105860927
309	0.03095993251
310	0.03088841641
311	0.03080128839
312	0.03072177211
313	0.03058267732
314	0.030500802
315	0.03040665891
316	0.03027193719
317	0.0301731957
318	0.0301109002
319	0.03001284147
320	0.0299453524
321	0.02989829083
322	0.02984480872
323	0.02975652433
324	0.02967322492
325	0.02959583383
326	0.02953348363
327	0.02940406347
328	0.02934529247
329	0.02927897769
330	0.02918772087
331	0.02910491929
332	0.02901629131
333	0.02896485932
334	0.02889108737
335	0.02881979772
336	0.02872837191
337	0.02867057954
338	0.02860543632
339	0.02854630524
340	0.02845760666
341	0.0283383826
342	0.02822962844
343	0.02817387221
344	0.02810214403
345	0.02804443009
346	0.02797673869
347	0.02788764882
348	0.02776830072
349	0.02767890149
350	0.02760901118
351	0.02753658315
352	0.02739240364
353	0.02726302923
354	0.02718945056
355	0.02713261867
356	0.02706925162
357	0.02701891244
358	0.02692627086
359	0.0268800494
360	0.02678447112
361	0.02671221064
362	0.02661238024
363	0.02654417497
364	0.02649809653
365	0.02645883172
366	0.02636416839
367	0.0262906461
368	0.02618171714
369	0.02610135599
370	0.02603498615
371	0.0259737299
372	0.02591077835
373	0.02586180438
374	0.02579857458
375	0.025731249
376	0.02567734396
377	0.02561184192
378	0.02554158945
379	0.02545841729
380	0.02539907165
381	0.02533559084
382	0.02524388344
383	0.02518233609
384	0.02512333186
385	0.02505522832
386	0.02500996902
387	0.02497342278
388	0.02486480562
389	0.02476056607
390	0.02467417681
391	0.02455800097
392	0.02449533444
393	0.02444857349
394	0.02440161859
395	0.02434947257
396	0.02428536974
397	0.024218638
398	0.02416275208
399	0.02409968179
400	0.02405778965
401	0.02399376693
402	0.02394917356
403	0.02390569308
404	0.0238482278
405	0.02375546177
406	0.02368418383
407	0.02365492552
408	0.02360193944
409	0.02355524484
410	0.02351586837
411	0.02345889044
412	0.02336177309
413	0.0233053188
414	0.02319646644
415	0.0231339945
416	0.02303065215
417	0.02298420156
418	0.02292237902
419	0.02283040551
420	0.02278551944
421	0.02273920031
422	0.02271007735
423	0.02265770822
424	0.02254691795
425	0.0224620955
426	0.02235139168
427	0.02229577041
428	0.02225845098
429	0.02221465166
430	0.02210949917
431	0.02201157159
432	0.02192867085
433	0.02190108411
434	0.02183125835
435	0.02174965351
436	0.02169192633
437	0.02163765462
438	0.02155628883
439	0.02152323219
440	0.02143247576
441	0.02136343637
442	0.02129091048
443	0.02119994928
444	0.02114390498
445	0.02106613508
446	0.02098223138
447	0.02089425586
448	0.02084344909
449	0.02077363266
450	0.0207009651
451	0.02061779501
452	0.02054431493
453	0.02049906243
454	0.02044788871
455	0.02037860667
456	0.0203196249
457	0.02025134634
458	0.02016260755
459	0.02011545849
460	0.02002883263
461	0.01996168929
462	0.01991378614
463	0.01984542615
464	0.01977733607
465	0.019721544
466	0.01964590111
467	0.01957825322
468	0.01951336191
469	0.01948330393
470	0.01941529739
471	0.01937176619
472	0.01929992687
473	0.01926310423
474	0.019202752
475	0.01915986297
476	0.0190935424
477	0.01905259653
478	0.01900379855
479	0.01895631374
480	0.01891291695
481	0.01886198065
482	0.01879320399
483	0.01873929324
484	0.01867836704
485	0.01862494758
486	0.01859477562
487	0.01853812416
488	0.01846458665
489	0.01840835982
490	0.01836701457
491	0.01829516433
492	0.01825512707
493	0.01821785412
494	0.01818431855
495	0.01812589488
496	0.01805342851
497	0.01798835285
498	0.01795457116
499	0.01791417913
500	0.01785223441
501	0.01781863216
502	0.0177644686
503	0.01773469557
504	0.0176891108
505	0.01764844528
506	0.0176127353
507	0.01756022484
508	0.01749734638
509	0.0174627572
510	0.01739699986
511	0.01735464022
512	0.01729479308
513	0.01723719666
514	0.01719205036
515	0.01715057477
516	0.01709315377
517	0.01704759642
518	0.01701807428
519	0.01696908267
520	0.0169261551
521	0.0168750499
522	0.0168450365
523	0.01679097572
524	0.01674001512
525	0.01669034469
526	0.01666150302
527	0.01661349033
528	0.01657976185
529	0.01656146481
530	0.01653250339
531	0.01650673283
532	0.01646843643
533	0.01642042335
534	0.01638313306
535	0.01634299156
536	0.01630136219
537	0.01627189591
538	0.01625264989
539	0.01621627542
540	0.01617950375
541	0.01614947171
542	0.01610055292
543	0.01605723278
544	0.01603128585
545	0.01599134265
546	0.01595696034
547	0.01593412275
548	0.01590385911
549	0.01588941475
550	0.01584797706
551	0.01581316969
552	0.01577857553
553	0.01573036284
554	0.01568538901
555	0.01564172743
556	0.01560250915
557	0.01557641039
558	0.01553183321
559	0.01550448742
560	0.01547262431
561	0.01544238966
562	0.01540896147
563	0.01536153842
564	0.01532590591
565	0.01530423008
566	0.01527477006
567	0.01523028296
568	0.0151926227
569	0.01516256118
570	0.01514330785
571	0.01511573501
572	0.01507778559
573	0.01505508625
574	0.0150381651
575	0.01500906733
576	0.01497198777
577	0.01493944104
578	0.01490069638
579	0.01487633217
580	0.01485420073
581	0.01482940011
582	0.01479647318
583	0.0147657037
584	0.01474148285
585	0.01472547215
586	0.01470386849
587	0.01467180232
588	0.01463189236
589	0.01459349105
590	0.01456170654
591	0.01452122617
592	0.01448118838
593	0.01447014974
594	0.01443017317
595	0.01439742885
596	0.01436999082
597	0.01433951579
598	0.01431690707
599	0.01429504744
600	0.01427274533
601	0.01425295589
602	0.0142136854
603	0.01417914341
604	0.01414312157
605	0.01411967934
606	0.01410274703
607	0.01408461468
608	0.01405647794
609	0.01402718734
610	0.01400568847
611	0.0139858407
612	0.01395773026
613	0.01393894039
614	0.01391359102
615	0.01388922817
616	0.01385748751
617	0.01383549428
618	0.01380867907
619	0.01378237227
620	0.01377043138
621	0.0137470245
622	0.01371696576
623	0.01369959342
624	0.01368312284
625	0.01364756443
626	0.01362920568
627	0.01361073273
628	0.0135789039
629	0.01354693484
630	0.0135135858
631	0.01349119561
632	0.01347099119
633	0.01344098269
634	0.01341020299
635	0.01338364148
636	0.01334854415
637	0.0133277537
638	0.01330966591
639	0.01327563446
640	0.01326076964
641	0.01324104445
642	0.01321689447
643	0.01319165795
644	0.01316428612
645	0.01313978672
646	0.01311301072
647	0.01308412287
648	0.01306013281
649	0.01303201485
650	0.01300084536
651	0.01297714921
652	0.01296261923
653	0.01294288677
654	0.01292074694
655	0.01289719014
656	0.01286800148
657	0.01285019534
658	0.01282582447
659	0.01280450502
660	0.01279492936
661	0.01277686183
662	0.01275795987
663	0.01272196875
664	0.01270083481
665	0.01267124144
666	0.01264861628
667	0.01263293626
668	0.01261425794
669	0.01260367354
670	0.01258219673
671	0.01256420574
672	0.01254276561
